filename,title,content,source,category,label,word_count
Not_Found_1766919481.txt,Not Found,The requested URL was not found on this server.,政府网站,plan_texts,0,47
中共自然资源部党组关于刘杨等5名同志职务任免的通知_1766919481.txt,中共自然资源部党组关于刘杨等5名同志职务任免的通知,中共自然资源部党组关于刘杨等5名同志职务任免的通知国家林业和草原局，中国地质调查局及部其他直属单位，各派出机构，部机关各司局：中共自然资源部党组2025年9月30日研究决定：刘杨任自然资源部油气资源战略研究中心党委委员、专职副书记，免去其国家海洋环境预报中心（自然资源部海啸预警中心）党委专职副书记、委员职务；杨学军任自然资源部人力资源开发中心党委专职副书记，免去其自然资源部人力资源开发中心副主任职务；赵萍任国家卫星海洋应用中心党委专职副书记，免去其国家卫星海洋应用中心纪委书记职务；徐永任国家测绘产品质量检验测试中心党委委员、专职副书记，免去其国家基础地理信息中心副主任职务；李世春任国家自然资源督察上海局二级巡视员，免去其国家自然资源督察沈阳局纪检组长、分党组成员职务。中共自然资源部党组2025年10月11日,政府网站,plan_texts,0,358
中共自然资源部党组关于张晓等13名同志任免职的通知_1766919481.txt,中共自然资源部党组关于张晓等13名同志任免职的通知,中共自然资源部党组关于张晓等13名同志任免职的通知国家林业和草原局，中国地质调查局及部其他直属单位，各派出机构，部机关各司局：中共自然资源部党组2025年9月30日研究决定：张晓任国家珠宝玉石首饰检验集团有限公司总经理（试用期一年）、党委副书记；王拥军任国家自然资源督察西安局专员（试用期一年）、分党组成员，免去其国家自然资源督察南京局副局长、分党组成员职务；张岩任国家自然资源督察西安局副局长（试用期一年）、分党组成员；谢健任自然资源部南海局一级巡视员，免去其自然资源部南海局副局长、分党组成员职务；杨娉任自然资源部人力资源开发中心副主任（试用期一年）；汤小俊任中国自然资源报社总编辑（试用期一年）；何祎任自然资源部机关服务中心（自然资源部机关服务局）副主任（副局长）（试用期一年）；李文谦任自然资源部国土空间规划研究中心党委委员、副书记兼纪委书记；万小冬任自然资源部第四海洋研究所（中国-东盟国家海洋科技联合研发中心）副所长（试用期一年）；欧阳欣任自然资源部第四海洋研究所（中国-东盟国家海洋科技联合研发中心）纪委书记、党委委员；张振华任国家基础地理信息中心副主任（试用期一年）；马伟任自然资源部国土卫星遥感应用中心总工程师（试用期一年）；周艳任国家珠宝玉石首饰检验集团有限公司董事、副总经理（试用期一年）。中共自然资源部党组2025年10月17日,政府网站,plan_texts,0,576
中共自然资源部党组关于梁安宝等3名同志任职的通知_1766919481.txt,中共自然资源部党组关于梁安宝等3名同志任职的通知,中共自然资源部党组关于梁安宝等3名同志任职的通知国家林业和草原局，中国地质调查局及部其他直属单位，各派出机构，部机关各司局：中共自然资源部党组2025年11月17日研究决定：梁安宝任黑龙江测绘地理信息局副局长（试用期一年）、党组成员；钱秀丽任自然资源部宣传教育中心副主任（试用期一年）；伊日和任中国自然资源报社副社长（试用期一年）。中共自然资源部党组2025年12月1日,政府网站,plan_texts,0,185
中共自然资源部党组关于门晓莹等3名同志职务任免的通知_1766919481.txt,中共自然资源部党组关于门晓莹等3名同志职务任免的通知,中共自然资源部党组关于门晓莹等3名同志职务任免的通知国家林业和草原局，中国地质调查局及部其他直属单位，各派出机构，部机关各司局：中共自然资源部党组2025年10月24日研究决定：门晓莹任国土空间规划局副局长（正司局长级，试用期一年）；王峰任矿产资源保护监督司副司长（正司局长级，试用期一年）。中共自然资源部党组2025年11月17日研究决定：苏强任自然资源部不动产登记中心（自然资源部法律事务中心）主任（试用期一年），党委委员、书记，免去其耕地保护监督司副司长职务、一级巡视员职级。中共自然资源部党组2025年12月12日,政府网站,plan_texts,0,261
中国地质博物馆2025年公开招聘在职人员考察对象名单_1766919481.txt,中国地质博物馆2025年公开招聘在职人员考察对象名单,中国地质博物馆2025年公开招聘在职人员考察对象名单根据《自然资源部直属事业单位公开招聘在职人员和引进科技创新人才暂行办法》规定，经资格审查、考试等程序，按照报考岗位考生考试成绩确定考察对象。现将考察对象名单公布如下：一、科技管理岗（项目管理、规划编制）郎昱二、计算机科学与技术应用岗刘海阳中国地质博物馆2025年10月13日,政府网站,plan_texts,0,163
中国自然资源经济研究院博士后科研工作站招收2026年度博士后研究人员公告_1766919481.txt,中国自然资源经济研究院博士后科研工作站招收2026年度博士后研究人员公告,中国自然资源经济研究院博士后科研工作站招收2026年度博士后研究人员公告中国自然资源经济研究院是自然资源部直属事业单位。博士后科研工作站的办站方针是围绕国家重大需求及自然资源重点工作，以重大项目为依托，以创新为目标，吸引、培养高层次优秀人才，建设国家一流的博士后科研工作站，服务支撑自然资源管理工作。为进一步提升我院科研和创新能力，根据工作发展需要，拟公开招收2026年度博士后研究人员。现将有关事项公告如下：一、招收范围（一）已获得博士学位或即将取得博士学位；（二）品学兼优、身体健康；（三）所学专业符合我院科研工作需要；（四）年龄原则上不超过35岁、获得博士学位一般不超过3年；（五）有相关工作经验或研究经历者优先。二、博士后研究方向及招收专业2026年拟招收博士后6名，具体研究方向及所需专业如下：（一）自然资源资产管理研究。招收专业要求：生态学、地理学、自然资源管理等相关专业;具有自然资源资产管理相关研究经历者优先。（二）法律法规及相关政策制度研究。招收专业要求：经济法学、民商法学、地质学、地质资源与地质工程、矿业工程等相关专业；具有自然资源领域相关研究或实务经历者优先。（三）自然资源有偿使用及土地要素市场化改革研究。招收专业要求：资源与环境、土地资源管理等相关专业；具有自然资源管理或改革相关研究经历者优先。（四）自然资源资产核算研究。招收专业要求：自然地理学、自然资源学、人口资源与环境经济学、生态经济学等相关专业；具有自然资源资产核算、生态产品价值核算相关研究经历者优先。（五）矿产资源规划编制研究。招收专业要求：地质学、地质资源与地质工程、矿业工程、自然地理学等相关专业；具有矿产规划相关研究经历以及能够熟练使用计量经济分析方法、arcgis软件者优先。（六）资源规划管理与政策研究。招收专业要求：地图学与地理信息系统、自然资源学、矿业经济、资源产业经济、城乡规划等相关专业；具有自然资源开发利用保护或规划相关研究经历以及能够熟练使用arcgis软件者优先。三、相关福利待遇中国自然资源经济研究院将为博士后研究人员提供科研及生活条件，博士后在站期间工资及福利待遇视同我院正式在编在岗职工。四、招收程序（一）报名1．报名材料：（1）《中国自然资源经济研究院2026年度博士后自荐表》（请从中国自然资源经济研究院网站通知公告栏下载，表格用宋体小五号字填写，表格照片处采用个人近期免冠一寸数码照片）；（2）博士学位证书复印件或学位授予单位同意授予学位的证明材料；（3）两篇以上已公开发表并能够代表本人学术水平的论文；（4）博士论文详细摘要。2．报名时间：2025年12月1日至12月19日。3．报名方式：请将自荐表、证明材料（扫描件）及论文等相关材料发至电子邮箱（jyyzhaopin@126.com），主题“姓名+2026博士后材料”。4．联系人及联系电话：刘老师、顾老师010-61595939（二）资格审查按照研究方向及条件，我院对收到的自荐表等材料进行分类筛选和资格审查。资格审查合格者方可参加面试。（三）面试面试人员须提供本人身份证、学历学位证及相关学术成果。面试时间、地点另行通知。（四）确定拟接收人选综合面试情况，经研究后，确定拟接收人选。（五）考察我单位将组织人员赴拟接收人选所在学校或单位进行考察，通过查阅本人档案、同有关人员谈话等方式，进一步了解拟接收人选的综合素质和业务能力。（六）进站考察结束后，经研究，对满足研究方向要求的人选，签订联合培养协议，办理进站手续。中国自然资源经济研究院2025年12月1日,政府网站,plan_texts,0,1472
关于符合甲级规划资质条件的规划编制单位名单第四十一批的公示_1766919481.txt,关于符合甲级规划资质条件的规划编制单位名单（第四十一批）的公示,关于符合甲级规划资质条件的规划编制单位名单（第四十一批）的公示按照《中华人民共和国城乡规划法》《中华人民共和国行政许可法》及有关规划编制单位资质管理规定，我部对申请甲级规划编制资质单位的材料进行了审核，现将经审核符合甲级规划资质条件的规划编制单位名单（第四十一批）在部门户网站（http://www.mnr.gov.cn/）予以公示，公示期为10个工作日，从2025年11月25日至2025年12月8日。单位或个人如对公示结果有异议，请于公示期内向我部国土空间规划局书面反映情况并发送至电子邮箱，单位反映情况需加盖公章，个人反映情况需提供有效身份证明，并留下联系方式、地址和邮政编码。对公示意见有疑问的，可在公示期内向我部国土空间规划局电话咨询。本批审查未通过的单位，如收到补正通知，请通过“自然资源部政务服务门户”登录“全国国土空间规划行业管理信息系统”查看具体原因，并在公示期内通过系统一次性提交补正材料；如收到不予许可通知，可在完善条件后重新申报；其他申报单位，我部正在分批组织审核，有关情况请关注我部门户网站公示。已经取得甲级规划资质的规划编制单位，涉及资质证书信息变更的，可按程序在行业管理信息系统“资质证书信息变更”模块申请变更。城乡规划编制单位甲级资质认定与人力资源社会保障部社保数据已联网，已集成纳入资质申报系统实现自动核验。经审核通过并公示无异议的规划编制单位，将按程序由我部正式印发公告。联系电话：010-66558146电子邮箱：ghzz@mail.mnr.gov.cn自然资源部国土空间规划局2025年11月25日,政府网站,plan_texts,0,669
关于符合甲级规划资质条件的规划编制单位名单第四十三批的公示_1766919481.txt,关于符合甲级规划资质条件的规划编制单位名单（第四十三批）的公示,关于符合甲级规划资质条件的规划编制单位名单（第四十三批）的公示按照《中华人民共和国城乡规划法》《中华人民共和国行政许可法》及有关规划编制单位资质管理规定，我部对申请甲级规划编制资质单位的材料进行了审核，现将经审核符合甲级规划资质条件的规划编制单位名单（第四十三批）在部门户网站（http://www.mnr.gov.cn/）予以公示，公示期为10个工作日，从2025年12月23日至2026年1月7日。单位或个人如对公示结果有异议，请于公示期内向我部国土空间规划局书面反映情况并发送至电子邮箱，单位反映情况需加盖公章，个人反映情况需提供有效身份证明，并留下联系方式、地址和邮政编码。对公示意见有疑问的，可在公示期内向我部国土空间规划局电话咨询。本批审查未通过的单位，如收到补正通知，请通过“自然资源部政务服务门户”登录“全国国土空间规划行业管理信息系统”查看具体原因，并在公示期内通过系统一次性提交补正材料；如收到不予许可通知，可在完善条件后重新申报；其他申报单位，我部正在分批组织审核，有关情况请关注我部门户网站公示。已经取得甲级规划资质的规划编制单位，涉及资质证书信息变更的，可按程序在行业管理信息系统“资质证书信息变更”模块申请变更。城乡规划编制单位甲级资质认定与人力资源社会保障部社保数据已联网，已集成纳入资质申报系统实现自动核验。经审核通过并公示无异议的规划编制单位，将按程序由我部正式印发公告。联系电话：010-66558146电子邮箱：ghzz@mail.mnr.gov.cn自然资源部国土空间规划局2025年12月22日,政府网站,plan_texts,0,668
关于符合甲级规划资质条件的规划编制单位名单第四十批的公示_1766919481.txt,关于符合甲级规划资质条件的规划编制单位名单（第四十批）的公示,关于符合甲级规划资质条件的规划编制单位名单（第四十批）的公示按照《中华人民共和国城乡规划法》《中华人民共和国行政许可法》及有关规划编制单位资质管理规定，我部对申请甲级规划编制资质单位的材料进行了审核，现将经审核符合甲级规划资质条件的规划编制单位名单（第四十批）在部门户网站（http://www.mnr.gov.cn/）予以公示，公示期为10个工作日，从2025年11月19日至2025年12月2日。单位或个人如对公示结果有异议，请于公示期内向我部国土空间规划局书面反映情况并发送至电子邮箱，单位反映情况需加盖公章，个人反映情况需提供有效身份证明，并留下联系方式、地址和邮政编码。对公示意见有疑问的，可在公示期内向我部国土空间规划局电话咨询。本批审查未通过的单位，如收到补正通知，请通过“自然资源部政务服务门户”登录“全国国土空间规划行业管理信息系统”查看具体原因，并在公示期内通过系统一次性提交补正材料；如收到不予许可通知，可在完善条件后重新申报；其他申报单位，我部正在分批组织审核，有关情况请关注我部门户网站公示。已经取得甲级规划资质的规划编制单位，涉及资质证书信息变更的，可按程序在行业管理信息系统“资质证书信息变更”模块申请变更。城乡规划编制单位甲级资质认定与人力资源社会保障部社保数据已联网，已集成纳入资质申报系统实现自动核验。经审核通过并公示无异议的规划编制单位，将按程序由我部正式印发公告。联系电话：010-66558146电子邮箱：ghzz@mail.mnr.gov.cn自然资源部国土空间规划局2025年11月19日,政府网站,plan_texts,0,667
